review_id,title,intervention,simplified_intervention,manual_intervention,condition,simplified_condition,manual_condition,orig_simplified_intervention,orig_simplified_condition,excluded,same_intervention,same_condition,same_intervention_condition
CD000956,Prazosin for Raynaud's phenomenon in progressive systemic sclerosis,prazosin,medicine for blood pressure,0,Raynaud's phenomenon in scleroderma,cold fingers from skin disease,1,medicine for blood pressure,fingers and toes turn cold in scleroderma,0,0,0,0
CD004335,Community‐based interventions for the prevention of burns and scalds in children,community-based interventions,community safety programs,0,burns and scalds,skin burns,1,community safety programs,child burns and scalds,0,0,0,0
CD005224,Immunosuppressive agents for myasthenia gravis,immunosuppressive agent,medicine,1,myasthenia gravis,weak muscles disease,0,medicine to calm the immune system,weak muscles disease,0,0,0,0
CD000988,Buflomedil for intermittent claudication,buflomedil,medicine,1,intermittent claudication,leg pain when walking,0,medicine for blood vessels,leg pain when walking,0,0,0,0
CD008554,Repetitive transcranial magnetic stimulation for the treatment of amyotrophic lateral sclerosis or motor neuron disease,repetitive transcranial magnetic stimulation,brain treatment,1,amyotrophic lateral sclerosis,spinal muscle disease,0,magnetic brain treatment,spinal muscle disease,0,0,0,0
CD000499,Kinesthetic stimulation for treating apnea in preterm infants,kinesthetic stimulation,movement stimulation,0,apnea of prematurity,breathing problems in premature babies,0,movement stimulation,breathing problems in premature babies,0,0,0,0
CD008050,Secondary bone grafting for alveolar cleft in children with cleft lip or cleft lip and palate,secondary bone grafting,bone surgery for missing tooth bone,0,alveolar cleft,gap in mouth roof,1,bone surgery for missing tooth bone,gap in the jaw from cleft lip or palate,0,0,0,0
CD009146,Hormone replacement for osteoporosis in women with primary biliary cirrhosis,hormone replacement,hormone medicine,0,osteoporosis,bone thinning,0,hormone medicine,bone thinning,0,0,0,0
CD001498,Thiamine for Alzheimer's disease,thiamine,vitamin,1,Alzheimer's disease,Alzheimer's,1,vitamin B1,Alzheimer's disease,0,0,0,0
CD004553,Catechol‐O‐methyltransferase inhibitors versus active comparators for levodopa‐induced complications in Parkinson's disease,COMT inhibitors,medicine to help Parkinson's drug work longer,0,levodopa-induced complications in Parkinson's disease,problems from Parkinson's medication,0,medicine to help Parkinson's drug work longer,problems from Parkinson's medication,0,0,0,0
CD008471,Electromagnetic field stimulation for treating delayed union or non‐union of long bone fractures in adults,electromagnetic field stimulation,treatment with energy waves,1,delayed union or non-union of long bone fractures,broken bone that won't heal,0,electromagnetic treatment,broken bone that won't heal,0,0,0,0
CD004077,Conservative management of symptomatic and/or complicated haemorrhoids in pregnancy and the puerperium,conservative management,natural treatments,0,symptomatic haemorrhoids,piles,0,natural treatments,piles,0,0,0,0
CD001908,Tiagabine add‐on therapy for drug‐resistant focal epilepsy,tiagabine,medicine for seizures,0,drug-resistant focal epilepsy,seizures that don't respond to drugs,0,medicine for seizures,seizures that don't respond to drugs,0,0,0,0
CD004393,Vitamin B6 for cognition,vitamin B6,vitamin,1,cognitive impairment,memory problems,0,vitamin B6,memory problems,0,0,0,0
CD004720,Screening for prostate cancer,screening for prostate cancer,checking for prostate cancer,0,prostate cancer,prostate cancer,0,checking for prostate cancer,prostate cancer,0,0,1,0
CD008025,Methadone for chronic non‐cancer pain in adults,methadone,medicine,1,chronic non-cancer pain,pain that lasts for a long time not from cancer,1,methadone,long-term pain not from cancer,0,0,0,0
CD004800,Sulfasalazine for ankylosing spondylitis,sulfasalazine,medicine,1,ankylosing spondylitis,spine disease,0,sulfasalazine medicine,spine disease,0,0,0,0
CD001698,Electrical stimulation for preventing and treating post‐stroke shoulder pain,electrical stimulation,electric current to shoulder,0,post-stroke shoulder pain,shoulder pain after stroke,0,electric current to shoulder,shoulder pain after stroke,0,0,0,0
CD004282,Non‐invasive interventions for improving well‐being and quality of life in patients with lung cancer,non-invasive interventions,external treatments,1,lung cancer,lung cancer,0,non-invasive treatments,lung cancer,0,0,1,0
CD005966,Vaccines for preventing malaria (SPf66),SPf66 vaccine,malaria vaccine,0,malaria,malaria,0,malaria vaccine,malaria,0,0,1,0
CD006540,One‐to‐one dietary interventions undertaken in a dental setting to change dietary behaviour,one-to-one dietary interventions,diet advice from a dentist,0,dietary behaviour,what people eat,0,diet advice from a dentist,what people eat,0,0,0,0
CD006216,Mupirocin ointment for preventing Staphylococcus aureus infections in nasal carriers,mupirocin ointment,antibiotic ointment,0,S. aureus infections,bacterial infections,1,antibiotic ointment,staph infections,0,0,0,0
CD007719,Routine vitamin A supplementation for the prevention of blindness due to measles infection in children,vitamin A supplementation,vitamin A pills,0,blindness due to measles infection,blindness from measles,0,vitamin A pills,blindness from measles,0,0,0,0
CD005192,Auricular acupuncture for cocaine dependence,auricular acupuncture,ear acupuncture,0,cocaine dependence,coke addiction,1,ear acupuncture,cocaine addiction,0,0,0,0
CD004242,Day care versus in‐patient surgery for age‐related cataract,day care surgery,day surgery,0,age-related cataract,cataract,0,day surgery,cataract,0,0,0,0
CD003744,"Erythromycin for the prevention of chronic lung disease in intubated preterm infants at risk for, or colonized or infected with Ureaplasma urealyticum",erythromycin,antibiotic,0,chronic lung disease,lung problem that lasts for a long time,1,antibiotic,lung problem in premature babies,0,0,0,0
CD008240,Topical interventions for genital lichen sclerosus,topical intervention,topical cream,0,genital lichen sclerosus,rash on genitals,1,topical cream,genital skin condition,0,0,0,0
CD006740,Thyroid hormones for acute kidney injury,thyroid hormones,thyroid medicine,0,acute kidney injury,kidney damage,0,thyroid medicine,kidney damage,0,0,0,0
CD008282,Adenoidectomy for recurrent or chronic nasal symptoms in children,adenoidectomy,surgery,1,recurrent or chronic nasal symptoms,nose problems in kids that that last for a long time,1,removing adenoids,nose problems in kids,0,0,0,0
CD007945,Centralisation of services for gynaecological cancer,centralisation of care,treatment in special hospitals,0,gynaecological cancer,womb cancer,0,treatment in special hospitals,womb cancer,0,0,0,0
CD007678,High‐dose therapy with autologous stem cell transplantation versus chemotherapy or immuno‐chemotherapy for follicular lymphoma in adults,high-dose therapy with autologous stem cell transplantation,treatment,1,follicular lymphoma,blood cancer,1,strong treatment after chemo,lymphoma,0,0,0,0
CD001817,Diuretics acting on the distal renal tubule for preterm infants with (or developing) chronic lung disease,distal diuretics,medicine that makes you pee more,1,chronic lung disease,lung disease that that lasts for a long time,1,diuretic medicine,lung disease in babies,0,0,0,0
CD007340,Bariatric surgery for non‐alcoholic steatohepatitis in obese patients,bariatric surgery,weight loss surgery,0,non-alcoholic steatohepatitis,liver swelling from fat,1,weight loss surgery,fatty liver with inflammation,0,0,0,0
CD004744,Rivastigmine for vascular cognitive impairment,rivastigmine,medicine for brain function,0,vascular cognitive impairment,thinking problems from poor blood flow,1,medicine for brain function,brain problems from blood vessels,0,0,0,0
CD002980,Acyclovir for treating varicella in otherwise healthy children and adolescents,acyclovir,medicine,0,chickenpox,chickenpox,0,medicine,chickenpox,0,0,1,0
CD009389,Spinal cord stimulation for cancer‐related pain in adults,spinal cord stimulation,spinal stimulation,0,cancer-related pain,pain from cancer,0,spinal stimulation,pain from cancer,0,0,0,0
CD010210,Single dose oral ibuprofen plus paracetamol (acetaminophen) for acute postoperative pain,ibuprofen and paracetamol,pain medicine,0,acute postoperative pain,after surgery pain,0,pain medicine,after surgery pain,0,0,0,0
CD004059,Prolotherapy injections for chronic low‐back pain,prolotherapy injections,injections to strengthen back,1,chronic low-back pain,back pain that lasts a long time,0,injections to strengthen back ligaments,back pain that lasts a long time,0,0,0,0
CD002739,Inhaled corticosteroids compared to placebo for prevention of exercise induced bronchoconstriction,inhaled corticosteroids,inhaler medicine,0,exercise induced bronchoconstriction,breathing trouble from exercise,0,inhaler medicine,breathing trouble from exercise,0,0,0,0
CD004684,Laser and photoepilation for unwanted hair growth,laser and photoepilation,laser or light hair removal,0,unwanted hair growth,extra hair,0,laser or light hair removal,extra hair,0,0,0,0
CD004835,Surgical excision margins for primary cutaneous melanoma,surgical excision margins,how much skin to cut off during surgery,0,primary cutaneous melanoma,skin cancer,0,how much skin to cut off during surgery,skin cancer,0,0,0,0
CD007847,Postoperative tamoxifen for ductal carcinoma in situ,postoperative tamoxifen,medicine after surgery,0,ductal carcinoma in situ,early breast cancer,1,medicine after surgery,non-invasive breast cancer,0,0,0,0
CD008451,The effect of financial incentives on the quality of health care provided by primary care physicians,financial incentives,money rewards for doctors,0,quality of health care,quality of doctor care,0,money rewards for doctors,quality of doctor care,0,0,0,0
CD000069,Danazol for unexplained subfertility,danazol,medicine for fertility,0,unexplained subfertility,trouble having a baby without known reason,1,medicine for fertility,no known cause of infertility,0,0,0,0
CD009756,Mobile phone text messaging for promoting adherence to antiretroviral therapy in patients with HIV infection,mobile phone text-messaging,text messages from phone,0,non-adherence to antiretroviral therapy,not taking HIV medicine as told,0,text messages from phone,not taking HIV medicine as told,0,0,0,0
CD007946,Repetitive transcranial magnetic stimulation for tinnitus,repetitive transcranial magnetic stimulation,brain stimulation treatment,0,tinnitus,ringing in the ears,0,brain stimulation treatment,ringing in the ears,0,0,0,0
CD001070,Thyroid hormones for preventing neurodevelopmental impairment in preterm infants,thyroid hormone therapy,thyroid medicine,0,neurodevelopmental impairment,brain development problems,0,thyroid medicine,brain development problems,0,0,0,0
CD004989,Massage and touch for dementia,massage and touch,massage and touch,0,dementia,memory and thinking problems,1,massage and touch,dementia,0,1,0,0
CD005008,Different dosage schedules for reducing cardiotoxicity in people with cancer receiving anthracycline chemotherapy,anthracycline dosage schedules,how long and how much medicine is given,1,cardiotoxicity,heart damage from chemo,0,how long and how much anthracycline is given,heart damage from chemo,0,0,0,0
CD002936,Intravenous immunoglobulins for multiple sclerosis,intravenous immunoglobulins,medicine,1,multiple sclerosis,MS,1,IV immune medicine,multiple sclerosis,0,0,0,0
CD006806,Peri‐operative glycaemic control regimens for preventing surgical site infections in adults,glycaemic control,blood sugar control,0,surgical site infections,infections after surgery,0,blood sugar control,infections after surgery,0,0,0,0
CD004856,Behavioural and cognitive behavioural therapy for obsessive compulsive disorder in children and adolescents,behavioural and cognitive-behavioural therapy,therapy for OCD,0,obsessive-compulsive disorder,OCD in kids and teens,0,therapy for OCD,OCD in kids and teens,0,0,0,0
CD004427,Mechanical ventilation for amyotrophic lateral sclerosis/motor neuron disease,mechanical ventilation,breathing machine,1,amyotrophic lateral sclerosis,ALS,0,ventilation machine,ALS,0,0,0,0
CD006174,Intrapartum fetal scalp lactate sampling for fetal assessment in the presence of a non‐reassuring fetal heart rate trace,fetal scalp lactate sampling,blood test on baby’s head,1,non-reassuring fetal heart rate trace,concerning baby heart rate during labor,1,test for fetal blood lactate,abnormal baby heart rate during labor,0,0,0,0
CD004363,Antidepressants for preventing postnatal depression,antidepressants,antidepressant medicine,0,postnatal depression,depression after having a baby,0,antidepressant medicine,depression after having a baby,0,0,0,0
CD006987,Antivirals for idiopathic sudden sensorineural hearing loss,antivirals,medicine,1,idiopathic sudden sensorineural hearing loss,sudden hearing loss,0,antiviral medicine,sudden hearing loss,0,0,0,0
CD001475,Blood transfusion for treating malarial anaemia,blood transfusion,getting blood from another person,1,severe malarial anaemia,severe malaria sickness,0,blood transfusion,severe malaria sickness,0,0,0,0
CD001753,Vaccines for preventing influenza in people with cystic fibrosis,influenza vaccination,flu shot,0,influenza,flu,0,flu shot,flu,0,0,0,0
CD006836,Bone grafts and bone substitutes for treating distal radial fractures in adults,bone grafts and bone substitutes,bone filler,0,distal radial fractures,broken wrist bone,0,bone filler,broken wrist bone,0,0,0,0
CD004795,Fluoroquinolones for treating tuberculosis (presumed drug‐sensitive),fluoroquinolones,medicine,1,tuberculosis,TB,1,fluoroquinolone medicine,tuberculosis,0,0,0,0
CD008089,Surgery for shoulder osteoarthritis,surgery,shoulder surgery,0,shoulder osteoarthritis,shoulder arthritis,0,shoulder surgery,shoulder arthritis,0,0,0,0
CD005946,Postnatal thyroid hormones for respiratory distress syndrome in preterm infants,thyroid hormone therapy,medicine after birth,1,respiratory distress syndrome,breathing trouble in premature babies,0,thyroid medicine after birth,breathing trouble in premature babies,0,0,0,0
CD001429,Emergency intubation for acutely ill and injured patients,emergency intubation,intubation,0,airway compromise,airway problem,0,intubation,airway problem,0,0,0,0
CD001063,Hands and knees posture in late pregnancy or labour for fetal malposition (lateral or posterior),hands and knees posture,hands and knees position,0,fetal malposition (lateral or posterior),baby in wrong position in womb,0,hands and knees position,baby in wrong position in womb,0,0,0,0
CD007152,Lasers or light sources for treating port‐wine stains,lasers or light sources,lasers or light treatment,0,port-wine stains,red birthmark,0,lasers or light treatment,red birthmark,0,0,0,0
CD004253,Psychological interventions for women with metastatic breast cancer,psychological interventions,therapy,0,metastatic breast cancer,advanced breast cancer,0,therapy,advanced breast cancer,0,0,0,0
CD000166,Planned caesarean section for term breech delivery,planned caesarean section,C-section,0,breech presentation at term,baby upside down at birth,0,C-section,baby upside down at birth,0,0,0,0
CD008653,Febuxostat for treating chronic gout,febuxostat,medicine ,1,chronic gout,joints with pain that lasts for a long time,1,medicine to lower uric acid,chronic gout,0,0,0,0
CD006607,Oxygen therapy for pneumonia in adults,oxygen therapy,oxygen,0,pneumonia,lung infection,1,oxygen,pneumonia,0,0,0,0
CD008818,Allogeneic hematopoietic cell transplantation for adult acute lymphoblastic leukemia (ALL) in first complete remission,allogeneic hematopoietic cell transplantation,receiving blood-making cells from sibling,1,acute lymphoblastic leukemia in first complete remission,blood cancer in first recovery,1,bone marrow transplant from a sibling,leukemia in first remission,0,0,0,0
CD005602,Leukotriene receptor antagonist for prolonged non‐specific cough in children,leukotriene receptor antagonist,cough medicine,0,prolonged non-specific cough,long-lasting cough in kids,0,cough medicine,long-lasting cough in kids,0,0,0,0
CD004036,Glucocorticosteroids for primary sclerosing cholangitis,glucocorticosteroids,steroid medicine,0,primary sclerosing cholangitis,liver problem,1,steroid medicine,liver bile pipe disease,0,0,0,0
CD001476,Potassium containing toothpastes for dentine hypersensitivity,potassium containing toothpastes,toothpaste with potassium,0,dentine hypersensitivity,tooth sensitivity,0,toothpaste with potassium,tooth sensitivity,0,0,0,0
CD008264,Antibiotics for leptospirosis,antibiotics,antibiotics,0,leptospirosis,bacterial infection from animals,1,antibiotics,leptospirosis,0,1,0,0
CD001833,Vaccines for post‐exposure prophylaxis against varicella (chickenpox) in children and adults,varicella vaccine,chickenpox vaccine,0,varicella,chickenpox,0,chickenpox vaccine,chickenpox,0,0,0,0
CD008271,Botulinum toxin for shoulder pain,botulinum toxin,toxin injection,0,shoulder pain,shoulder pain,0,toxin injection,shoulder pain,0,0,1,0
CD005660,Analgesia in patients with acute abdominal pain,opioid analgesia,pain medicine,0,acute abdominal pain,sudden stomach pain,0,pain medicine,sudden stomach pain,0,0,0,0
CD005055,Inhaled nitric oxide for the postoperative management of pulmonary hypertension in infants and children with congenital heart disease,inhaled nitric oxide,medicine for lungs,1,pulmonary hypertension,high blood pressure in lungs,0,inhaled medicine for lungs,high blood pressure in lungs,0,0,0,0
CD008669,"Tonsillectomy for periodic fever, aphthous stomatitis, pharyngitis and cervical adenitis syndrome (PFAPA)",tonsillectomy,tonsil removal,0,PFAPA syndrome,periodic fever syndrome in kids,0,tonsil removal,periodic fever syndrome in kids,0,0,0,0
CD010107,Single dose oral ibuprofen plus codeine for acute postoperative pain in adults,ibuprofen plus codeine,pain medicine pill,1,acute postoperative pain,pain after surgery,0,ibuprofen and codeine pill,pain after surgery,0,0,0,0
CD003228,Endovascular stents for intermittent claudication,endovascular stents,tube to let blood flow,1,intermittent claudication,leg pain when walking,0,stents in arteries,leg pain when walking,0,0,0,0
CD005589,Topotecan for ovarian cancer,topotecan,medicine,1,ovarian cancer,ovary cancer,1,topotecan medicine,ovarian cancer,0,0,0,0
CD003697,Statins and fibrates for preventing melanoma,statins and fibrates,cholesterol drugs,0,melanoma,skin cancer,0,cholesterol drugs,skin cancer,0,0,0,0
CD009748,Motivational interviewing for improving outcomes in youth living with HIV,motivational interviewing,therapy,1,HIV,HIV in young people,0,talk therapy,HIV in young people,0,0,0,0
CD007943,Surgery for tympanic membrane retraction pockets,surgery,surgery,0,tympanic membrane retractions,ear drum pulled in,1,surgery,eardrum retraction,0,1,0,0
CD001987,Laser prostatectomy for benign prostatic obstruction,laser prostatectomy,laser surgery,0,benign prostatic obstruction,blocked pee from prostate,1,laser surgery,enlarged prostate,0,0,0,0
CD003608,Occupational therapy for multiple sclerosis,occupational therapy,therapy to help with daily tasks,0,multiple sclerosis,MS,1,therapy to help with daily tasks,multiple sclerosis,0,0,0,0
CD008042,Triptans for acute cluster headache,triptans,medicine for headache,0,cluster headache,severe headache that comes in groups,0,medicine for headache,severe headache that comes in groups,0,0,0,0
CD004456,Home visits during pregnancy and after birth for women with an alcohol or drug problem,home visits,home visits,0,alcohol or drug problem,alcohol or drug use,0,home visits,alcohol or drug use,0,1,0,0
CD003904,Exercise for people with peripheral neuropathy,exercise,exercise,0,peripheral neuropathy,nerve pain,0,exercise,nerve pain,0,1,0,0
CD003756,Intermittent preventive treatment for malaria in children living in areas with seasonal transmission,intermittent preventive treatment,giving medicine to kids regularly,0,malaria,malaria,0,giving medicine to kids regularly,malaria,0,0,1,0
CD003415,Progesterone for premenstrual syndrome,progesterone,progesterone medicine,0,premenstrual syndrome,PMS,0,progesterone medicine,PMS,0,0,0,0
CD007323,Doxycycline for osteoarthritis of the knee or hip,doxycycline,antibiotic,1,osteoarthritis of the knee or hip,knee or hip joint pain,0,doxycycline medicine,knee or hip joint pain,0,0,0,0
CD004967,Drugs for treating paracoccidioidomycosis,drugs,drugs,0,paracoccidioidomycosis,fungal infection,0,drugs,fungal infection,0,1,0,0
CD002930,Electromagnetic therapy for treating pressure ulcers,electromagnetic therapy,treatment with energy waves,1,pressure ulcers,pressure sores,0,electromagnetic treatment,pressure sores,0,0,0,0
CD005444,Pre‐operative biliary drainage for obstructive jaundice,pre-operative biliary drainage,drainage before surgery,0,obstructive jaundice,jaundice,1,drainage before surgery,blocked bile duct,0,0,0,0
CD003311,Cooling for newborns with hypoxic ischaemic encephalopathy,cooling,cooling,0,hypoxic ischaemic encephalopathy,brain damage in newborns,0,cooling,brain damage in newborns,0,1,0,0
CD007342,Antibiotic prophylaxis for leptospirosis,antibiotic prophylaxis,antibiotics to prevent infection,0,leptospirosis,bacterial infection from animals,1,antibiotics to prevent infection,leptospirosis,0,0,0,0
CD007234,Adjuvant radiotherapy following radical prostatectomy for prostate cancer,adjuvant radiotherapy,treatment after surgery,1,prostate cancer,prostate cancer,0,radiotherapy after surgery,prostate cancer,0,0,1,0
CD007992,Omega‐3 fatty acids supplementation for autism spectrum disorders (ASD),omega-3 fatty acids supplementation,supplements,1,autism spectrum disorders,autism,0,omega-3 supplements,autism,0,0,0,0
CD007556,Single dose oral fenoprofen for acute postoperative pain in adults,fenoprofen,pain medicine,0,acute postoperative pain,pain after surgery,0,pain medicine,pain after surgery,0,0,0,0
CD006749,Detoxification treatments for opiate dependent adolescents,detoxification treatments,medicine to quit drugs,0,opiate dependence,dependence on opioids,0,medicine to quit drugs,dependence on opioids,0,0,0,0
CD007502,Massage therapy for people with HIV/AIDS,massage therapy,massage,0,HIV/AIDS,HIV/AIDS,0,massage,HIV/AIDS,0,0,1,0
CD006755,Home‐based therapy programmes for upper limb functional recovery following stroke,home-based upper limb therapy,home therapy for arm recovery,0,upper limb impairment following stroke,arm problems after stroke,0,home therapy for arm recovery,arm problems after stroke,0,0,0,0
CD003853,Antidepressants for patients with tinnitus,antidepressant,antidepressant medicine,0,tinnitus,ringing in the ears,0,antidepressant medicine,ringing in the ears,0,0,0,0
CD002013,Pulse oximetry for perioperative monitoring,pulse oximetry,machine,1,hypoxaemia,low oxygen in blood,0,pulse oximetry,low oxygen in blood,0,0,0,0
CD001927,Oral anticoagulants for preventing stroke in patients with non‐valvular atrial fibrillation and no previous history of stroke or transient ischemic attacks,oral anticoagulants,blood thinner,0,stroke,stroke,0,blood thinner,stroke,0,0,1,0
CD001002,Manual therapy for asthma,manual therapy,hand therapy,0,asthma,asthma,0,hand therapy,asthma,0,0,1,0
CD009238,Helminth therapy (worms) for allergic rhinitis,helminth therapy,worm treatment,0,allergic rhinitis,allergy in nose,0,worm treatment,allergy in nose,0,0,0,0
CD000089,Family therapy for asthma in children,family therapy,family therapy,0,asthma,asthma,0,family therapy,asthma,1,1,1,1
CD010223,Selenium supplementation for Hashimoto's thyroiditis,selenium supplementation,selenium supplement,0,Hashimoto's thyroiditis,thyroid problem,1,selenium supplement,autoimmune thyroid disease,0,0,0,0
CD004575,Rehabilitation for hamstring injuries,rehabilitation,exercise to heal muscles,0,hamstring injuries,hamstring injuries,0,exercise to heal muscles,hamstring injuries,0,0,1,0
CD005526,Cyclosporin A for primary biliary cirrhosis,cyclosporin A,medicine,0,primary biliary cirrhosis,liver disease,0,medicine,liver disease,0,0,0,0
CD005268,Individual patient education for people with type 2 diabetes mellitus,individual patient education,education for diabetes,0,type 2 diabetes mellitus,type 2 diabetes,0,education for diabetes,type 2 diabetes,0,0,0,0
CD001775,Ginkgo biloba extract for age‐related macular degeneration,Ginkgo biloba extract,supplement,1,age-related macular degeneration,eye disease that happens with age,0,Ginkgo biloba supplement,eye disease that happens with age,0,0,0,0
CD009084,Pharmacological interventions for self‐injurious behaviour in adults with intellectual disabilities,pharmacological interventions,medicines,0,self-injurious behaviour,hurting oneself,0,medicines,hurting oneself,0,0,0,0
CD009427,Sildenafil citrate for erectile dysfunction in patients with multiple sclerosis,sildenafil citrate,medicine,1,erectile dysfunction,sex problem in MS,1,sildenafil medicine,sex problem in multiple sclerosis,0,0,0,0
CD007563,High dose rate versus low dose rate intracavity brachytherapy for locally advanced uterine cervix cancer,intracavity brachytherapy,cancer treatment in the womb,1,locally advanced uterine cervix cancer,advanced womb cancer,0,cancer treatment with radiation in the womb,advanced womb cancer,0,0,0,0
CD001402,Newborn screening for cystic fibrosis,newborn screening,screening at birth,0,cystic fibrosis,lung and digestion problem from birth,1,screening at birth,cystic fibrosis,0,0,0,0
CD006524,Consultation letters for medically unexplained physical symptoms in primary care,consultation letters,letters from doctors,0,medically unexplained physical symptoms,body symptoms with no clear cause,0,letters from doctors,body symptoms with no clear cause,0,0,0,0
CD006761,Conventional versus LigaSure hemorrhoidectomy for patients with symptomatic Hemorrhoids,hemorrhoidectomy,surgery,1,symptomatic hemorrhoids,painful piles,1,surgery to remove hemorrhoids,painful hemorrhoids,0,0,0,0
CD008533,Prophylactic gastrojejunostomy for unresectable periampullary carcinoma,prophylactic gastrojejunostomy,surgery,1,unresectable periampullary cancer,cancer that can't be removed by surgery,0,surgery to prevent stomach blockage,cancer that can't be removed by surgery,0,0,0,0
CD002030,Photodynamic therapy for neovascular age‐related macular degeneration,photodynamic therapy,light therapy,0,neovascular age-related macular degeneration,eye disease that causes vision loss,0,light therapy,eye disease that causes vision loss,0,0,0,0
CD007630,Surgical orbital decompression for thyroid eye disease,surgical orbital decompression,eye surgery to fix bulging eyes,0,thyroid eye disease,thyroid eye disease,0,eye surgery to fix bulging eyes,thyroid eye disease,0,0,1,0
CD006163,Parenteral calcium for intensive care unit patients,parenteral calcium,injection,1,hypocalcemia,low calcium,0,calcium injection,low calcium,0,0,0,0
CD003635,Cerebrospinal fluid drainage for thoracic and thoracoabdominal aortic aneurysm surgery,cerebrospinal fluid drainage,draining fluid from the spine,0,spinal cord injury,spinal cord injury,0,draining fluid from the spine,spinal cord injury,0,0,1,0
CD007533,Botulinum toxin for myofascial pain syndromes in adults,botulinum toxin,injection to relax muscles,1,myofascial pain syndrome,muscle pain with trigger points,0,botulinum toxin injection,muscle pain with trigger points,0,0,0,0
CD001530,Nutritional support for head‐injured patients,nutritional support,food or medicine for the body,0,head injury,head injury,0,food or medicine for the body,head injury,0,0,1,0
CD002247,Primary repair for penetrating colon injuries,primary repair,surgery,1,penetrating colon injuries,deep cuts in the colon,0,repair the colon directly,deep cuts in the colon,0,0,0,0
CD001004,Surgery for obstructive sleep apnoea in adults,surgery,surgery,0,obstructive sleep apnoea,trouble breathing while sleeping,1,surgery,sleep apnoea,0,1,0,0
CD008693,Exercise interventions for shoulder dysfunction in patients treated for head and neck cancer,exercise,exercise,0,shoulder dysfunction,shoulder pain after head and neck cancer treatment,0,exercise,shoulder pain after head and neck cancer treatment,0,1,0,0
CD007114,Orbital radiotherapy for adult thyroid eye disease,orbital radiotherapy,therapy to eyes,1,thyroid eye disease,eye problem from thyroid,0,radiotherapy to eyes,eye problem from thyroid,0,0,0,0
CD004700,Early versus late chest radiotherapy in patients with limited‐stage small cell lung cancer,chest radiotherapy,chest radiation,0,limited-stage small cell lung cancer,early lung cancer,0,chest radiation,early lung cancer,0,0,0,0
CD007810,Adenoidectomy for otitis media in children,adenoidectomy,surgery,1,otitis media,ear infection,0,removing the adenoids,ear infection,0,0,0,0
CD009078,Topical cyclosporine for atopic keratoconjunctivitis,topical cyclosporine,eye medicine,0,atopic keratoconjunctivitis,itchy swollen eyes from allergies,1,eye medicine,eye inflammation from allergies,0,0,0,0
CD006638,Cooling for cerebral protection during brain surgery,induced hypothermia,cooling the brain during surgery,0,cerebral ischaemia,brain not getting enough blood,0,cooling the brain during surgery,brain not getting enough blood,0,0,0,0
CD006452,Rapid viral diagnosis for acute febrile respiratory illness in children in the Emergency Department,rapid viral testing,quick virus test,0,acute respiratory infection,cold or flu in kids,0,quick virus test,cold or flu in kids,0,0,0,0
CD004391,Intramuscular arteether for treating severe malaria,intramuscular arteether,medicine,1,severe malaria,severe malaria,0,artemisinin medicine shot,severe malaria,0,0,1,0
CD005939,Rest during pregnancy for preventing pre‐eclampsia and its complications in women with normal blood pressure,rest,resting during pregnancy,0,pre-eclampsia,high blood pressure during pregnancy,0,resting during pregnancy,high blood pressure during pregnancy,0,0,0,0
CD003574,Tumor necrosis factor‐alpha antibody for induction of remission in Crohn's disease,TNF-alpha blocking agent,medicine,1,Crohn's disease,Crohn's,1,medicine to block TNF-alpha,Crohn's disease,0,0,0,0
CD005954,Exercise therapy in juvenile idiopathic arthritis,exercise therapy,exercise,0,juvenile idiopathic arthritis,childhood arthritis,0,exercise,childhood arthritis,0,0,0,0
CD006697,Interventions for replacing missing teeth: management of soft tissues for dental implants,soft tissue management for dental implants,soft tissue care for dental implants,0,dental implant complications,problems with dental implants,0,soft tissue care for dental implants,problems with dental implants,0,0,0,0
CD004365,Antidepressants for anorexia nervosa,antidepressant,medicine for depression ,1,anorexia nervosa,eating disorder,0,antidepressant medicine,eating disorder,0,0,0,0
CD002993,Cyclosporin as an oral corticosteroid sparing agent in stable asthma,cyclosporin,medicine to reduce steroid use,0,stable asthma,stable asthma,0,medicine to reduce steroid use,stable asthma,0,0,1,0
CD003754,Oral rehydration salt solution for treating cholera: ≤ 270 mOsm/L solutions vs ≥ 310 mOsm/L solutions,oral rehydration salt solution,oral rehydration salts,0,dehydration due to cholera,dehydration from cholera,0,oral rehydration salts,dehydration from cholera,0,0,0,0
CD005118,Arthroscopic debridement for knee osteoarthritis,arthroscopic debridement,knee surgery,1,knee osteoarthritis,knee arthritis,0,knee surgery to clean out cartilage,knee arthritis,0,0,0,0
CD008372,Tricyclic antidepressants for autism spectrum disorders (ASD) in children and adolescents,tricyclic antidepressants,medicine for depression ,1,autism spectrum disorders,autism,0,antidepressant medicine,autism,0,0,0,0
CD009360,Inspiratory muscle training for the recovery of function after stroke,inspiratory muscle training,breathing exercises,0,stroke,stroke,0,breathing exercises,stroke,0,0,1,0
CD002299,Nitrates for achalasia,nitrates,medicine,1,achalasia,stomach muscle problem,0,nitrate medicine,stomach muscle problem,0,0,0,0
CD005641,T‐tube drainage versus primary closure after laparoscopic common bile duct exploration,T-tube drainage,treatment,1,bile leak,liver fluid leak,1,t-tube drainage,bile leak,0,0,0,0
